Case #1: Impossible
16 18 156314
17 13 158039
5 25 159655
4 15 159761
13 15 159783
9 23 161187
4 17 161505
8 15 162863
21 26 162883
25 20 163752
17 8 164607
9 21 168531
16 4 170384
10 15 172163
21 12 172436
23 16 172792
22 10 173825
10 17 173907
19 23 174749
4 11 175057
7 18 177314
9 25 177554
6 23 180551
24 4 180678
12 14 180873
13 24 183733
6 10 186405
8 26 189966
21 16 190163
14 26 190227
14 17 191243
15 14 192987
22 14 194649
13 23 194976
7 20 195162
19 11 195534
13 1 201473
19 25 201587
9 8 205641
11 7 206532
9 13 207787
4 3 209586
13 8 209860
11 10 209927
10 12 209958
25 6 210877
12 13 214996
4 19 216101
14 24 216937
14 16 217507
3 15 218935
17 3 220679
21 23 220888
13 6 221925
13 3 222586
4 8 222860
10 20 222945
8 6 225005
2 18 227918
12 11 228439
19 10 228503
16 1 228904
23 14 229099
18 8 231493
21 11 232339
23 2 232382
25 23 233843
25 12 234029
9 10 238586
18 10 240793
3 24 242885
25 1 243246
14 8 243983
15 7 245944
7 25 246719
7 22 247606
7 17 247688
3 11 249983
7 5 251411
15 11 251874
1 24 252136
11 22 253536
26 1 256184
3 25 264359
21 3 266868
20 3 269717
24 7 269894
1 15 273971
21 10 274642
3 19 275275
22 1 275633
1 17 275715
11 24 275824
8 25 277633
3 26 279339
1 18 279604
2 26 279891
17 2 280907
6 3 281077
2 15 282651
5 11 282845
11 20 284036
9 3 285358
25 10 285415
18 3 287565
1 6 290328
8 3 291440
19 7 302284
19 2 303442
1 5 305189
26 7 306348
24 2 306601
7 6 308086
3 12 308180
10 4 308459
7 9 311996
12 7 315901
9 11 318297
10 13 321459
1 2 325260
1 19 325280
2 9 331574
23 3 335894
2 6 344793
11 23 357033
1 12 358185
1 11 363530
23 1 379377
3 10 391098
1 3 398059
10 1 400349
10 7 416459
2 10 427525
Case #256: 8
1 2 58765
7 6 65175
6 1 73212
1 3 135620
2 7 197152
5 7 272233
3 4 724835
1 4 860455
Case #257: Impossible
Case #258: 735
41 6 720
41 9 1060
36 3 1508
34 41 2501
42 45 3204
34 9 3561
29 46 4659
6 7 5854
18 19 6052
41 7 6574
9 3 6799
9 7 7634
19 12 7765
41 3 7859
9 36 8307
36 6 10087
23 41 10117
34 3 10360
23 6 10837
23 9 11177
10 29 11627
36 45 11701
27 46 11888
34 23 12618
3 45 13209
46 26 13847
36 42 14905
23 18 15061
13 40 15089
7 36 15941
3 42 16413
27 29 16547
18 5 16670
23 7 16691
23 12 16774
1 42 17210
4 2 17213
37 24 18030
41 19 19126
19 6 19846
45 9 20008
9 19 20186
45 1 20414
41 45 21068
34 19 21627
47 14 23240
34 45 23569
41 42 24272
42 6 24992
18 41 25178
26 27 25735
12 2 25782
18 6 25898
49 47 26084
9 18 26238
42 34 26773
41 12 26891
19 3 26985
23 2 27026
5 2 27928
12 9 27951
10 27 28174
36 19 28493
5 41 29744
5 9 30804
7 42 30846
23 45 31185
18 7 31752
5 34 32245
49 9 32360
19 35 32849
3 18 33037
1 27 33305
3 1 33623
6 49 34140
23 42 34389
18 36 34545
12 3 34750
42 19 34851
19 4 35230
49 34 35921
5 7 36318
19 30 36700
26 49 36864
20 15 37001
37 4 37127
47 27 37213
3 5 37603
19 37 37931
24 2 37944
45 19 38055
10 18 38256
5 36 39111
49 3 39159
10 49 39303
34 2 39644
49 7 39994
40 21 40323
9 1 40422
12 35 40614
48 28 40614
49 36 40667
42 18 40903
5 4 41164
4 18 41282
23 35 41858
6 1 42202
4 12 42995
9 27 43489
34 15 43826
34 1 43983
6 48 44021
31 40 44345
48 9 44361
27 41 44549
28 1 45088
46 1 45193
5 42 45469
15 6 45607
30 23 45709
48 34 45802
34 46 46030
41 15 46327
23 37 46940
30 5 47318
9 15 47387
46 6 47811
37 5 47842
3 8 47984
1 7 48056
41 46 48531
45 5 48673
20 38 48711
47 46 49101
20 12 49288
14 49 49324
46 9 49591
46 21 49610
1 29 49852
32 30 49871
7 48 49875
29 18 49883
7 46 50103
3 27 50288
29 34 50689
17 19 51030
27 7 51123
48 3 51160
9 31 51781
36 27 51796
41 35 51975
19 1 52061
20 5 52141
45 49 52368
49 19 52546
36 48 52668
6 35 52695
41 31 52841
2 42 52868
9 35 53035
29 41 53190
30 27 53304
23 10 53317
48 23 53418
6 31 53561
31 46 53632
47 29 53760
3 15 54186
9 29 54250
41 4 54356
35 34 54476
27 23 54666
30 2 54717
8 9 54783
5 10 54926
6 4 55076
31 34 55342
13 21 55412
15 36 55694
8 41 55843
29 19 55935
24 19 55961
44 33 56238
46 3 56390
45 15 56394
15 23 56444
8 6 56563
4 34 56857
41 21 56863
9 30 56886
19 20 57053
41 37 57057
39 22 57269
2 21 57542
6 21 57583
18 1 58113
47 9 58444
35 7 58549
12 17 58795
18 26 59071
34 21 59364
47 41 59504
1 12 59826
3 35 59834
26 34 59877
17 23 60039
12 49 60311
4 49 60530
4 7 60930
29 3 61049
35 36 61342
42 8 61381
10 1 61479
37 20 61643
17 5 61648
34 47 62005
18 24 62013
28 42 62298
26 41 62378
7 30 62400
46 42 62403
13 42 62416
7 8 62417
19 48 62427
29 36 62557
21 3 62602
1 5 62679
31 23 62958
5 49 63164
7 21 63437
9 26 63438
26 21 63457
19 27 63675
12 29 63700
12 24 63726
10 38 64033
6 10 64097
21 36 64110
45 48 64369
24 23 64970
10 35 65053
26 19 65123
46 30 65192
3 47 65243
19 15 65453
31 27 65520
24 5 65872
8 23 65960
47 7 66078
36 37 66424
29 5 66553
42 48 67573
18 48 68479
25 3 68710
30 10 68904
2 17 69047
47 23 69621
10 31 69918
2 1 70078
42 4 70081
41 17 70156
12 48 70192
47 1 70518
49 2 70563
6 17 70876
35 45 70904
17 9 71216
10 3 71293
12 27 71440
15 18 71505
27 4 71659
36 26 71745
17 35 71775
45 31 71789
30 4 71930
46 14 72341
23 26 72495
49 21 72627
30 48 72664
37 42 72782
10 36 72801
15 12 73218
26 42 73544
29 2 73952
27 5 74293
30 37 74631
4 21 74755
30 45 74755
19 8 74969
42 31 74993
24 41 75087
38 6 75128
9 25 75509
38 29 75660
6 24 75807
21 45 75811
14 29 75925
5 15 76071
24 9 76147
20 41 76179
31 37 76351
48 35 76515
41 25 76569
31 49 76649
20 6 76899
38 9 76908
13 5 76948
28 36 77203
20 9 77239
25 6 77289
7 38 77420
42 40 77505
24 34 77588
3 17 78015
31 18 78019
28 27 78393
1 8 78591
39 24 78599
4 31 78777
42 21 79015
25 34 79070
36 17 79523
13 1 79626
20 24 79673
25 46 80239
13 41 80280
2 48 80444
41 32 81227
18 21 81611
13 19 81860
6 32 81947
37 39 81954
31 5 82585
14 41 82744
7 20 82753
13 34 82781
24 3 82946
26 2 83140
7 25 83143
17 10 83234
46 4 83547
34 32 83728
19 39 84004
20 3 84038
24 36 84454
6 28 84635
18 47 84682
1 48 84783
25 29 84898
16 18 84910
28 9 84975
36 38 85215
21 5 85470
36 20 85546
5 8 85587
23 40 85750
17 42 85881
36 40 86002
12 47 86395
19 38 86402
11 33 86407
4 47 86614
23 25 86686
3 32 86966
4 1 87291
17 48 87386
40 3 87510
32 7 87801
27 48 87850
23 16 87867
18 13 87912
29 8 88609
37 17 88961
17 45 89085
24 48 89299
7 14 89318
28 49 89522
15 48 89628
15 46 89856
20 35 89902
40 46 89933
20 42 90191
13 23 90397
37 49 90477
32 42 90823
27 15 90876
32 23 91344
27 25 92127
27 38 92207
24 30 92661
23 14 92861
8 2 92986
23 39 93013
46 8 93268
45 20 93395
30 20 93753
14 1 93758
37 29 93866
24 45 94016
26 25 94086
35 47 94368
29 15 94515
40 29 94592
5 39 94622
1 40 94715
19 40 94759
21 1 94803
29 17 94861
41 40 95369
25 19 95695
6 40 96089
48 31 96142
1 20 96286
29 48 96491
10 25 96525
45 38 96916
19 28 97149
21 25 97227
48 4 97657
8 26 97797
34 40 97870
8 33 98094
26 28 98136
8 27 98272
35 15 98302
37 46 98525
37 15 98644
21 47 98711
16 9 99044
17 46 99520
13 2 99877
48 21 100164
24 10 100269
34 16 100485
40 18 100811
31 25 101249
10 20 101361
27 37 101606
14 45 101692
27 40 101821
14 19 101870
30 15 102153
1 25 102333
40 4 102470
31 47 102733
30 44 102880
32 27 103175
15 21 103190
25 49 103256
38 49 103336
12 25 103460
17 49 103576
26 15 103703
39 6 103850
39 9 104190
38 2 104419
7 16 104558
32 2 104588
35 31 104816
39 32 104877
42 14 104896
28 12 104914
46 13 105022
40 37 105171
34 39 105631
26 48 105679
15 47 105831
10 15 106142
40 10 106219
25 5 106313
24 17 106991
22 36 107089
18 14 107922
17 20 108083
39 27 108310
22 35 108424
24 49 108507
31 30 108667
4 44 109589
4 14 109854
37 38 110354
21 8 110586
39 3 110989
13 49 111580
30 8 111669
16 35 111707
21 30 112259
30 22 112275
5 14 112488
39 36 112497
8 37 112900
49 40 112950
29 20 112988
47 8 113227
30 28 113278
16 42 113709
25 2 113712
30 14 113757
32 46 115063
28 2 115166
22 9 115396
22 41 116456
24 15 116674
8 25 116694
16 45 116913
4 13 117090
28 35 117129
14 35 117608
20 46 117647
13 30 118560
32 10 118775
42 39 118855
13 26 118869
22 34 118957
48 38 119149
35 38 119251
20 48 119480
32 29 119722
2 14 119887
39 46 120198
20 27 120728
26 24 121084
10 13 121308
4 38 121632
32 4 121801
21 14 121951
39 45 122059
20 26 122176
14 44 122310
48 32 122535
17 39 122930
16 10 123166
20 13 123383
48 13 123581
8 28 123679
29 39 124857
32 17 125497
43 47 125507
31 14 125973
14 48 126045
21 39 126115
37 43 126477
23 22 126573
2 44 126802
35 40 127608
39 48 127670
17 28 128000
38 24 128384
25 35 128544
31 38 128689
20 44 128764
26 32 128910
20 31 129020
25 47 129340
47 38 129420
17 47 129660
17 16 129888
28 24 129913
20 25 129943
1 16 130919
24 8 130930
40 30 131459
8 38 131691
31 32 131948
20 8 132022
20 21 132612
17 13 132890
11 30 133049
19 22 133443
44 18 133528
39 26 134045
16 29 134793
37 28 135080
18 22 135221
20 47 135683
24 22 135868
20 16 135911
21 32 135970
1 39 136065
14 8 136467
38 17 137432
13 24 137821
20 40 138472
32 47 138611
48 40 138670
28 14 138846
40 47 139034
37 22 139223
19 44 139580
11 4 139758
28 40 139803
21 28 139891
12 22 141208
49 11 141465
27 16 142533
32 43 143042
32 20 143624
26 16 143981
21 11 144303
16 15 144311
43 24 144507
33 36 144570
39 47 145523
40 17 145789
3 33 146078
43 2 146391
44 37 146716
25 17 146725
25 28 147421
49 22 147756
43 14 148747
48 43 148973
5 44 150198
48 44 150575
9 43 150709
31 16 150825
2 22 151460
38 14 151585
43 49 151591
38 25 152417
6 43 152489
27 11 152594
32 44 152751
17 14 152900
13 32 153239
16 8 153827
33 41 153937
34 43 154270
22 29 156540
2 11 156971
32 38 157075
16 47 157488
3 43 157508
43 7 158343
44 41 158706
11 26 158878
39 8 158973
43 36 159016
30 33 159118
38 28 159763
7 33 160511
22 28 160890
13 14 160904
46 22 160995
23 43 161886
22 32 162146
43 19 162223
40 14 162274
27 43 162720
16 39 162862
35 33 162969
40 38 163143
11 18 163697
11 46 164482
7 44 165280
22 26 165728
44 15 165765
4 33 165827
22 31 167177
11 29 168066
18 43 168275
28 39 168284
22 4 168673
14 39 168763
39 11 169384
44 13 169546
40 22 169689
19 11 169749
43 12 169988
21 33 170372
45 43 170717
10 44 171784
33 19 173063
9 11 173825
22 47 173840
42 43 173921
33 31 174394
16 25 174553
11 41 174885
1 33 176685
25 22 177307
38 44 177475
14 33 178548
25 39 179699
22 17 180199
11 48 180744
7 11 181459
5 33 183681
8 11 184501
40 11 184626
33 20 185002
33 49 185237
33 29 186703
43 20 188120
43 26 188455
22 20 188783
44 1 189489
28 43 189587
43 10 190894
43 1 191131
44 28 191189
33 46 191362
22 38 192304
45 11 193833
24 11 194915
33 27 196366
42 11 197037
14 22 197080
21 43 198806
11 13 199715
47 33 201788
31 43 202490
37 33 202954
8 43 205492
11 17 208675
33 40 210695
25 44 211361
39 33 214124
33 25 214788
44 22 215155
33 13 215483
16 44 218438
24 33 220984
28 11 221358
28 33 221773
43 25 226218
43 38 227617
13 43 229929
43 11 240888
16 43 241081
25 11 241530
11 16 248607
22 33 251659
16 33 251921
43 22 265700
Case #259: Impossible
Case #260: 125
19 15 9062
6 12 10439
6 10 41489
6 11 52926
8 15 53645
12 23 59587
19 22 59718
21 8 61323
8 19 62707
6 23 70026
11 10 73537
16 8 81872
4 6 81934
14 7 84229
5 7 100723
4 10 102545
19 21 118052
11 14 120026
23 4 131082
19 16 144579
22 13 144971
13 8 147960
19 6 159182
14 12 162513
3 19 163821
18 11 163992
14 2 165695
3 4 170244
6 14 172952
7 4 175247
17 19 177984
16 6 178826
14 5 184952
17 15 187046
12 2 190279
14 15 190311
3 11 199252
10 19 200671
7 11 204255
12 18 206479
9 18 206912
15 10 209733
22 11 210761
6 18 216918
3 23 219686
13 4 221381
14 3 222666
17 12 227576
23 16 227974
17 21 228224
19 23 229208
22 12 229339
13 16 229832
6 13 230704
3 16 230858
20 15 233387
23 17 233849
10 22 234762
18 7 235865
18 10 237529
22 17 237702
10 8 237751
6 17 238015
7 10 239451
17 8 240691
3 12 241739
3 10 248223
2 23 249866
13 11 250389
6 3 252178
4 2 256713
6 7 257181
2 15 261790
22 23 263299
3 13 267198
19 2 270852
15 7 274540
5 4 275970
6 21 277234
20 22 284043
5 10 288770
16 18 289892
23 5 311637
2 8 315435
9 22 320171
21 23 321633
9 8 323160
7 22 325196
5 20 328080
7 8 328185
15 5 329231
16 7 330155
18 5 336588
5 19 338293
4 9 341896
21 20 342377
18 19 346700
13 2 356105
16 2 358666
9 23 364762
15 9 370827
18 8 371764
1 19 373806
21 9 378505
22 5 379887
5 8 382876
21 7 383530
7 9 383689
3 2 388361
20 2 395521
20 6 401631
20 3 406270
17 20 420433
14 20 423698
1 3 424412
5 16 426107
7 20 428803
10 20 443120
9 1 446238
11 20 454557
13 1 464088
18 1 485936
12 1 507017
1 10 538067
4 1 555174
Case #261: 11
9 8 119722
6 5 242727
9 2 463410
2 11 466833
5 4 489160
6 2 495133
6 10 530375
3 6 617572
9 10 757719
6 7 865920
1 8 910127
Case #262: Impossible
Case #263: 914
19 23 251
36 45 918
29 45 1982
29 46 1994
2 45 2844
36 2 3762
2 29 4826
34 40 6853
10 28 7798
30 47 9857
2 17 10321
36 10 11574
32 10 12003
29 10 12662
45 17 13165
46 17 13177
10 2 13524
27 26 13770
27 46 13901
45 27 13913
18 17 14049
17 36 14083
23 36 14323
19 36 14574
28 16 14696
36 27 14807
17 29 15147
46 23 15229
23 45 15241
46 19 15480
45 19 15492
29 27 15895
10 26 15996
33 34 16305
22 23 16521
42 44 16558
27 2 16757
29 23 17223
2 23 18085
2 19 18336
46 28 18466
36 16 18472
45 28 18478
16 32 18901
26 11 19161
28 36 19372
16 29 19560
28 32 19801
30 24 20123
16 2 20422
29 28 20460
28 2 21322
33 40 23158
2 12 23389
36 32 23577
10 17 23845
47 29 24088
2 18 24370
27 10 24569
32 2 25527
23 10 25897
47 45 26070
46 47 26082
47 14 26091
12 45 26233
46 12 26245
26 46 26664
45 26 26676
36 47 26988
17 27 27078
36 12 27151
18 45 27214
46 18 27226
36 26 27570
45 34 27877
46 34 27889
26 32 27999
18 36 28132
29 12 28215
17 23 28406
39 45 28595
39 46 28607
17 19 28657
29 26 28658
34 36 28795
18 29 29196
27 19 29381
32 22 29457
36 39 29513
34 29 29859
1 30 30534
39 29 30577
34 2 30721
16 17 30743
43 46 30813
43 45 30825
10 37 31181
27 16 31467
28 17 31643
43 36 31719
45 22 31762
43 9 31932
27 28 32367
16 23 32795
29 43 32807
8 27 32912
11 27 32931
16 19 33046
40 23 33261
19 40 33512
28 23 33695
12 17 33710
22 29 33744
28 19 33946
35 46 34388
35 45 34400
2 22 34606
45 40 34730
39 42 34738
40 46 34742
11 10 35157
47 11 35398
36 40 35648
32 17 35848
30 45 35927
46 30 35939
14 30 35948
39 17 36072
29 35 36382
30 3 36456
27 32 36572
40 29 36712
30 36 36845
12 10 36913
2 35 37244
2 40 37574
18 10 37894
23 32 37900
34 12 37908
16 37 38079
32 19 38151
10 34 38557
30 2 38771
16 5 38887
28 37 38979
17 47 39235
39 10 39275
26 17 39841
33 20 39868
45 3 39908
18 22 39981
27 47 39983
23 34 40114
12 27 40146
19 34 40365
25 5 41053
18 27 41127
47 23 41311
22 10 41460
23 12 41474
43 10 41481
24 35 41552
47 19 41562
12 19 41725
34 27 41790
25 9 41836
37 46 41849
45 37 41861
16 8 42036
11 16 42055
19 26 42144
41 17 42278
18 23 42455
27 39 42508
2 3 42752
36 37 42755
28 8 42936
37 32 43184
15 43 43672
33 16 43798
12 16 43811
23 39 43836
29 37 43843
19 39 44087
26 41 44174
33 45 44182
10 30 44213
36 41 44665
26 30 44702
2 37 44705
40 12 44761
16 18 44792
22 17 44927
10 35 45056
36 33 45100
10 40 45410
16 34 45455
41 46 45571
41 45 45583
11 24 45664
28 18 45692
10 5 45785
46 8 45806
45 8 45818
29 33 46164
16 39 46173
19 43 46293
28 34 46355
47 32 46359
20 9 46477
22 41 46863
32 11 47160
26 37 47177
41 29 47565
35 17 47565
18 12 47759
29 8 47800
35 23 47805
11 29 47819
40 17 47895
35 19 48056
35 27 48289
16 22 48358
43 16 48379
40 27 48643
2 11 48681
32 12 48916
17 30 49092
39 12 49140
28 22 49258
43 28 49279
40 22 49782
27 30 49840
18 32 49897
39 18 50121
29 14 50179
32 34 50560
10 3 50588
24 1 50657
33 10 50696
16 30 51111
30 23 51168
39 32 51278
39 44 51296
30 19 51419
16 35 51954
28 30 52011
45 14 52161
14 46 52173
12 47 52303
28 35 52854
26 12 52909
3 17 53073
36 14 53079
28 40 53208
47 18 53284
43 32 53484
5 28 53583
27 3 53821
18 26 53890
29 24 54068
33 12 54213
47 39 54665
34 8 54889
2 14 55005
17 37 55026
23 3 55149
3 19 55400
6 45 55478
27 37 55750
45 24 56050
24 46 56062
24 14 56071
1 11 56075
34 20 56173
30 32 56216
41 10 56239
6 36 56396
47 7 56411
5 46 56453
5 45 56465
39 34 56472
24 3 56579
22 34 56635
19 33 56670
43 47 56895
36 24 56968
43 12 57058
35 32 57059
37 23 57078
37 19 57329
33 17 57347
36 5 57359
32 40 57413
26 22 57456
29 6 57460
26 43 57477
3 16 57486
32 5 57788
47 22 57832
41 27 57944
12 22 57995
33 27 58095
6 2 58322
5 29 58447
33 28 58494
43 34 58702
2 24 58894
17 11 59002
13 14 59037
5 2 59309
39 43 59420
39 22 60357
10 14 60447
47 35 60470
42 2 60489
12 35 60633
40 47 60800
23 8 61035
1 18 61046
11 23 61054
8 19 61286
11 19 61305
40 26 61406
14 11 61489
18 35 61614
26 5 61781
3 11 61997
13 37 62008
12 30 62160
22 43 62563
33 32 62699
46 9 62745
45 9 62757
35 39 62995
37 33 63008
40 20 63026
18 30 63141
1 23 63159
41 8 63316
40 39 63325
45 42 63333
11 41 63335
30 41 63351
40 41 63603
23 21 63620
36 9 63651
30 34 63804
8 30 63844
19 21 63871
42 36 64251
24 10 64336
30 39 64522
26 24 64825
35 43 65201
42 29 65315
14 17 65326
37 47 65537
40 43 65555
9 2 65601
14 27 66074
12 3 66141
41 47 66141
6 10 66158
8 37 66319
11 37 66338
45 1 66461
46 1 66473
26 3 66584
26 33 66692
10 9 66950
3 18 67122
14 16 67345
23 14 67402
14 19 67653
30 22 67689
3 34 67785
12 37 68094
32 41 68242
28 14 68245
3 39 68503
17 6 68643
37 18 69075
35 40 69130
24 17 69215
1 2 69305
22 20 69372
47 8 69494
5 17 69630
34 37 69738
17 9 69869
24 27 69963
33 47 70252
48 43 70285
5 27 70354
37 39 70456
41 34 70456
40 30 70657
23 6 70719
3 43 70733
42 17 70810
19 6 70970
8 33 71194
16 24 71234
23 24 71291
24 19 71542
22 3 71670
5 23 71682
19 5 71933
11 12 72070
24 28 72134
22 37 72641
37 43 72662
39 33 72777
33 22 72940
8 18 73032
18 11 73051
6 16 73056
4 6 73482
34 11 73714
43 25 73768
28 6 73956
42 10 74013
41 39 74178
3 35 74308
39 11 74432
15 45 74497
10 1 74747
9 28 74748
17 1 75095
15 36 75391
37 30 75394
9 15 75604
24 13 76228
35 37 76237
38 37 76302
24 32 76339
41 43 76384
26 14 76443
15 29 76479
37 40 76591
8 22 76598
11 22 76617
43 8 76619
11 43 76638
9 27 76646
45 7 76848
46 7 76860
2 44 77047
42 27 77246
15 2 77341
9 24 77669
9 23 77707
7 36 77766
21 36 77943
19 9 77958
41 35 78147
6 32 78161
14 12 78394
42 23 78574
35 33 78582
19 42 78825
21 46 78849
21 45 78861
22 1 79680
2 7 79692
44 45 79891
14 34 80038
30 33 80109
22 21 80141
47 5 80141
11 35 80213
27 1 80374
40 11 80567
14 39 80756
44 36 80809
16 42 80911
8 5 80923
11 5 80942
47 6 81467
46 31 81516
45 31 81528
16 1 81645
24 25 81673
12 6 81711
44 34 81738
42 28 81811
44 29 81873
6 26 82154
24 12 82283
31 36 82422
7 14 82502
1 28 82545
5 33 82685
18 6 82692
5 12 82698
9 5 82889
9 26 82946
14 43 82986
7 3 83010
24 18 83264
6 34 83355
41 24 83474
16 20 83666
5 18 83679
12 42 83878
18 9 83918
14 22 83923
24 34 83927
8 24 83967
45 20 84050
20 46 84062
39 6 84073
34 5 84342
36 20 84968
4 26 85027
39 5 85060
13 47 85128
3 41 85491
3 8 85726
33 11 85853
23 20 85893
15 13 85982
32 42 86016
20 19 86144
6 43 86303
33 9 86345
24 7 86391
36 4 86415
35 14 86561
1 32 86750
33 41 86761
10 25 86838
24 43 86875
14 40 86891
22 5 87245
5 43 87266
17 44 87368
37 41 87420
7 10 87528
17 15 87662
22 24 87812
35 48 87922
25 20 88313
27 15 88386
40 44 88591
9 47 88827
9 12 88990
4 29 89315
42 47 89403
10 21 89517
23 15 89714
19 15 89965
30 5 89998
26 42 90009
7 17 90013
4 2 90177
40 6 90208
10 44 90571
9 34 90634
27 7 90761
40 24 90780
5 40 91195
34 42 91210
39 9 91352
18 21 91634
7 11 91809
21 17 92026
15 16 92051
7 23 92089
31 10 92184
1 35 92209
41 14 92232
7 19 92340
1 12 92694
27 21 92750
4 14 92949
28 15 92951
10 13 93189
21 41 93962
20 12 94081
42 43 94158
34 1 94338
1 8 94378
16 7 94426
48 41 94591
28 25 94636
17 31 94693
30 13 94985
1 39 95056
22 42 95095
44 23 95132
28 7 95326
19 44 95383
31 27 95417
37 24 95517
8 14 95585
19 48 96029
48 23 96280
33 14 96343
3 5 96373
16 21 96415
40 1 96420
23 31 96745
32 25 96783
1 7 96802
21 40 96881
19 31 96996
9 35 97133
15 32 97156
21 28 97315
37 6 97339
44 16 97469
9 40 97487
25 46 97506
35 42 97733
13 2 97788
30 9 97792
20 27 97963
10 4 97989
44 33 98043
42 40 98063
28 44 98369
25 36 98412
20 32 98829
31 16 99082
30 42 99260
25 29 99500
32 7 99531
33 6 99660
28 31 99982
20 41 100099
25 2 100362
44 12 100436
17 4 100498
15 47 100567
13 46 100644
15 12 100730
4 23 100738
28 13 100987
19 4 100989
41 6 101061
48 46 101098
45 48 101110
8 6 101296
6 11 101315
44 18 101417
32 21 101520
36 13 101550
18 15 101711
25 30 101796
48 36 102004
41 5 102024
9 8 102088
9 48 102217
15 34 102374
44 32 102574
29 13 102614
9 3 102665
25 26 102834
20 37 102876
22 25 103022
12 7 103081
15 39 103092
7 26 103524
48 2 103954
7 18 104062
31 32 104187
11 4 104188
16 4 104887
21 12 105094
7 44 105097
13 32 105192
37 42 105194
39 7 105443
26 21 105513
28 4 105787
47 44 105961
14 5 106232
15 22 106235
26 20 106560
44 26 106567
39 21 107456
31 47 107598
43 7 107673
12 31 107761
41 9 108049
17 13 108109
26 31 108180
22 7 108610
31 18 108742
42 41 108916
8 42 109151
42 11 109170
26 13 109185
15 40 109227
31 34 109405
43 21 109662
20 47 110120
5 24 110121
31 39 110123
30 15 110424
1 33 110643
17 25 110683
43 44 110716
20 8 111062
25 27 111407
40 7 111578
44 22 111653
47 25 111653
48 10 111766
31 43 112329
39 20 112645
25 23 112735
15 7 112773
22 48 112801
25 19 112986
31 22 113266
47 4 113403
4 12 113566
17 48 114275
44 35 114291
16 38 114381
15 3 114405
6 13 114413
4 18 114547
30 21 114788
27 48 114999
34 4 115210
14 42 115494
30 44 115818
23 13 115873
31 35 115904
39 4 115928
13 19 116124
31 40 116258
37 15 116334
38 39 117021
24 38 117030
22 4 117259
15 25 117440
31 30 117455
35 13 117780
25 37 118019
43 4 118134
46 38 118151
38 45 118163
35 20 118450
6 42 118811
38 36 119057
38 32 119486
48 28 119564
42 5 119798
44 3 119799
35 4 119897
20 30 119977
33 21 120039
15 41 120056
38 29 120145
8 15 120291
15 11 120310
11 13 120526
5 1 120532
21 37 120698
38 2 121007
12 13 121177
3 31 121436
44 37 121752
1 6 121858
40 4 122063
15 20 122081
18 48 122820
35 25 123225
30 4 123260
26 38 123479
39 13 123539
33 25 123738
12 25 123751
32 48 123769
20 3 123958
21 8 124655
21 11 124674
25 18 124732
13 33 125016
25 34 125395
44 41 125474
1 13 125519
44 8 125709
33 31 125710
11 20 125721
42 9 126090
21 1 126779
3 4 127241
8 31 127322
11 31 127341
12 48 127343
1 48 127408
48 26 127762
9 1 128326
8 13 128327
48 34 128987
4 37 129170
4 41 129201
48 24 129474
40 48 129541
43 13 129654
48 39 129705
6 15 129975
24 15 130547
21 14 131022
17 38 131328
38 27 132052
44 14 132052
22 13 132394
7 5 133313
23 38 133380
19 38 133631
31 14 133689
6 21 134339
24 21 134911
21 5 135302
44 6 135369
44 5 136356
31 6 137006
30 48 137037
38 30 137153
25 3 137426
31 24 137578
14 25 137744
15 42 137830
44 20 137911
5 31 137969
5 13 138974
33 38 139310
20 6 139528
7 9 139605
48 3 141018
21 9 141327
13 7 141539
38 47 141839
21 42 142194
8 38 142621
37 48 142947
25 41 143077
4 24 143383
48 25 144053
9 31 144261
12 38 144396
42 31 144861
33 48 145292
38 34 146040
41 13 146215
44 1 146352
48 8 146904
20 42 147383
1 31 147989
48 20 148694
38 43 148964
21 20 149513
4 9 150066
48 4 150239
4 42 150666
38 42 151759
4 13 151986
38 35 152539
38 40 152893
6 25 152996
38 5 153268
14 48 153271
21 15 153334
1 4 153794
9 13 153897
7 21 155709
31 15 156001
48 6 156588
48 5 157551
25 13 157901
38 3 158071
42 13 158277
31 7 158376
21 44 158752
31 21 160365
25 42 160851
20 7 160898
44 31 161419
4 15 161806
41 38 163722
21 4 164358
48 42 164443
20 13 164884
20 31 165578
38 1 167687
14 38 167930
25 7 168064
44 38 168317
31 4 168837
20 4 171383
6 38 173641
38 9 174433
21 25 176355
25 44 177409
7 48 177958
25 31 179022
21 13 179493
48 44 181001
31 13 182160
48 31 182614
4 25 184827
15 38 192636
38 25 194321
38 7 195011
21 38 197000
38 31 199667
48 13 199939
Case #264: 31
11 9 1464
5 4 20493
11 10 42918
6 11 76321
10 2 144153
7 8 147187
7 2 178787
9 2 188535
9 8 201333
7 10 237612
4 1 369061
5 1 389554
2 12 507094
1 3 528546
11 12 583379
9 5 589176
10 3 599962
4 11 608205
9 4 609669
12 8 618668
1 6 634031
11 1 643546
3 7 645081
10 4 651123
5 6 664033
1 7 672575
4 6 684526
12 7 685881
2 5 724694
2 4 745187
4 7 888735
Case #265: Impossible
Case #266: 237
9 5 8712
20 4 11447
3 13 11950
9 19 15613
19 5 24325
18 8 24402
9 11 27239
23 9 29767
4 1 32046
11 5 35951
23 5 38479
20 1 43493
23 19 45380
6 17 46387
3 1 48611
13 1 60561
14 4 64024
3 7 66616
14 20 75471
9 7 76334
3 4 80657
11 10 85429
7 19 91947
3 20 92104
4 13 92607
21 9 92913
14 1 96070
9 24 99104
